JOB,job_clf,salaire,POS,COOR
nég,commerce de détail,384.7401428651783,"Boulevard de Grancy 1 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.53097982882053, 6.624469130435312)"
nég,commerce de détail,384.7401428651783,"Avenue Montagibert 18 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.54427236643564, 6.624304272595729)"
maçon,"construction,charpenterie",394.1816187637103,"Chemin de Couvaloup 6 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.5432245331661, 6.62441121167252)"
employé,"employés pour tous,célibataires",111.1519208054447,,
archit,"construction,charpenterie",394.1816187637103,"5, Avenue du Rond-Point, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5151052, 6.628248)"
maçon,"construction,charpenterie",394.1816187637103,"Promenade de la Solitude, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5218971, 6.6385195)"
maçon,"construction,charpenterie",394.1816187637103,"Promenade de la Solitude, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5218971, 6.6385195)"
confis,produits alimentaires,421.8623094662245,"3, Avenue d'Ouchy, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5164762, 6.6336209)"
rent,"affaires immobilières,location",352.70226843879027,"6, Avenue de la Gare, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5170768, 6.6360717)"
compt,"banques,établissements financiers",452.9762641318413,"4, Avenue de Solange, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5137132, 6.6379494)"
Vve,administration publique,440.1967408530476,"Rue des Terreaux 4 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.524139750671736, 6.606687407323366)"
relieur,industrie du papier,434.73704932785904,,
man,"employés pour tous,célibataires",111.1519208054447,"Rue Chaucrau 6 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52660332900659, 6.668363649442819)"
empi,"employés pour tous,célibataires",111.1519208054447,,
épicerie,commerce de détail,384.7401428651783,"Rue du Tunnel 13 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.54608340942531, 6.683039753149282)"
doreur,"bijouterie,gravure,frappe",428.29967939704176,"Avenue de Beaulieu 9 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.53504770722569, 6.646684110445645)"
doreur,"bijouterie,gravure,frappe",428.29967939704176,"Avenue de Beaulieu 9 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.54332415130268, 6.68310688150881)"
fleuriste,commerce de détail,384.7401428651783,"25, Rue de Bourg, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5201796, 6.6351039)"
voyageur,transports,394.39619776140415,"Rue des Deux-Marchés, Lausanne, District de Lausanne, Vaud, 1014, Schweiz/Suisse/Svizzera/Svizra","(46.5241092, 6.633444)"
charretier,transports,394.39619776140415,"Rue de Genève 2 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.5390036184974, 6.683339040023461)"
comptable,"banques,établissements financiers",452.9762641318413,"3, Avenue Jolimont, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5236661, 6.6420791)"
confiseur,produits alimentaires,421.8623094662245,"Place du Tunnel, Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.5256725, 6.6347355)"
coiffeur,commerce de détail,384.7401428651783,"4, Rue du Midi, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5186643, 6.6319662)"
représ,"agences,locations,consultations",433.2349963440017,"27, Avenue Louis-Ruchonnet, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5187105, 6.6247905)"
emp.,"employés pour tous,célibataires",111.1519208054447,,
typo,réparations,345.78653768508855,"Avenue de Beaulieu 3 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.517081619560365, 6.606151331201878)"
typo,réparations,345.78653768508855,"Avenue de Beaulieu 3 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.5178331319115, 6.622582415493132)"
typo,réparations,345.78653768508855,"Avenue de Beaulieu 3 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.55053420943527, 6.689578341654343)"
cuisinière,"hôtellerie,restauration",310.9983163179827,"Avenue de Morges 19 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.55040583934526, 6.694079421429588)"
anc. inst,administration publique,440.1967408530476,"41, Avenue du Mont-d'Or, Lausanne, District de Lausanne, Vaud, 1007, Schweiz/Suisse/Svizzera/Svizra","(46.516587, 6.6173061)"
manœuv,transports,394.39619776140415,"Rue Saint-Laurent, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5228717, 6.6299824)"
emp.,"employés pour tous,célibataires",111.1519208054447,"Rue de la Grotte, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.518631, 6.6338972)"
empi,"employés pour tous,célibataires",111.1519208054447,"4, Rue des Echelettes, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.5244992, 6.6244258)"
typo,réparations,345.78653768508855,"19, Avenue Menthon, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5237931, 6.6367267)"
nettoyeur,réparations,345.78653768508855,"4, Rue des Echelettes, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.5244992, 6.6244258)"
ménag,employées pour le ménage et la ferme,81.75459812137922,,
Vve,administration publique,440.1967408530476,,
Vve,administration publique,440.1967408530476,"Rue Madeleine 4 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52085590638238, 6.634017669249257)"
encadreur,arts graphiques,414.5666235446316,"Rue Etraz, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5193358, 6.6385998)"
épicerie,commerce de détail,384.7401428651783,"Rue du Midi 15 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51842873386239, 6.634055060897667)"
jardin,"journaliers,entretien",5.847277687159012,,
ménag,employées pour le ménage et la ferme,81.75459812137922,"41, Avenue de France, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5268323, 6.6197041)"
mén,employées pour le ménage et la ferme,81.75459812137922,"Rue de la Pontaise 34 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51299683277237, 6.6341491268378965)"
empi,"employés pour tous,célibataires",111.1519208054447,"Boulevard de Grancy, Lausanne, District de Lausanne, Vaud, 1001, Schweiz/Suisse/Svizzera/Svizra","(46.5164811, 6.6255825)"
emp.,"employés pour tous,célibataires",111.1519208054447,"25, Place Chauderon, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.523458, 6.6239391)"
cout,industrie textile,405.9834636368753,"12, Chemin des Fleurettes, Cudrex, Bussigny, District de l'Ouest lausannois, Vaud, 1030, Schweiz/Suisse/Svizzera/Svizra","(46.5509551, 6.5570274)"
man,"employés pour tous,célibataires",111.1519208054447,"19, Avenue de l'Université, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5253617, 6.6353537)"
peintre,arts graphiques,414.5666235446316,"26, Rue de la Pontaise, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.5301293, 6.6300258)"
journal,arts graphiques,414.5666235446316,"Route des Plaines-du-Loup 1 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52514295702004, 6.634044171761362)"
ajust. CFF,transports,394.39619776140415,"Atelier Sonja T., 9, Rue du Simplon, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5156464, 6.630795)"
compt,"banques,établissements financiers",452.9762641318413,"Rue du Tunnel 20 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52825494589885, 6.634020758157931)"
mén,employées pour le ménage et la ferme,81.75459812137922,"20, Boulevard de Grancy, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5156566, 6.6294276)"
ménag,employées pour le ménage et la ferme,81.75459812137922,,
emp.,"employés pour tous,célibataires",111.1519208054447,,
man,"employés pour tous,célibataires",111.1519208054447,,
empi,"employés pour tous,célibataires",111.1519208054447,"20, Rue du Valentin, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5249597, 6.6311946)"
fondeur,industrie des métaux,404.9105686484057,"Rue du Petit-Rocher, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.5241195, 6.6261558)"
margeur,industrie du papier,434.73704932785904,"Rue de la Pontaise, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.5290265, 6.6304138)"
bandagiste,réparations,345.78653768508855,,
comm. postal,transports,394.39619776140415,,
négoc,commerce de gros,409.4167275999778,"Avenue de Morges 45 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.53200246075745, 6.638629418565073)"
ménag,employées pour le ménage et la ferme,81.75459812137922,"Avenue de Béthusy 30 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.518503523570935, 6.638837730949296)"
employé,"employés pour tous,célibataires",111.1519208054447,,
serrurier,industrie des métaux,404.9105686484057,"Rue du Simplon 8 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.531578167030126, 6.6386901855105656)"
techn,industrie des métaux,404.9105686484057,,
peintre,arts graphiques,414.5666235446316,"11, Chemin des Lilas, Lausanne, District de Lausanne, Vaud, 1014, Schweiz/Suisse/Svizzera/Svizra","(46.5289782, 6.6312922)"
coiff,commerce de détail,384.7401428651783,"Rue Pré-du-Marché 2 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52039976109895, 6.635445902088399)"
coiff,commerce de détail,384.7401428651783,"Rue Pré-du-Marché 2 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51556368023422, 6.638947501476356)"
instit,administration publique,440.1967408530476,"Avenue Juste-Olivier 20 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.53775179095578, 6.658547437401346)"
instit,administration publique,440.1967408530476,"Avenue Juste-Olivier 20 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.55962623912531, 6.699853297845554)"
instit,administration publique,440.1967408530476,"Avenue Juste-Olivier 20 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.527311946069695, 6.638806415809353)"
instit,administration publique,440.1967408530476,"Avenue Juste-Olivier 20 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.53191732959591, 6.630443978258393)"
repass,industrie textile,405.9834636368753,"Rue Etraz, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5193358, 6.6385998)"
empi,"employés pour tous,célibataires",111.1519208054447,"2, Rue Saint-Roch, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5244389, 6.6292535)"
instit,administration publique,440.1967408530476,"Avenue de Morges 7 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.518027431707154, 6.607258656611399)"
prof,administration publique,440.1967408530476,"22, Avenue de Beaulieu, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5262005, 6.626876)"
concierge,employées pour le ménage et la ferme,81.75459812137922,"1, Rue du Grand-Chêne, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5195823, 6.6319104)"
pension,assurances privées,404.0522526576301,"5, Avenue Edouard-Dapples, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5138229, 6.6296175)"
boulanger,produits alimentaires,421.8623094662245,"Rue Madeleine 6 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.5215677754463, 6.607435169974256)"
man,"employés pour tous,célibataires",111.1519208054447,,
manœuv,transports,394.39619776140415,"15, Chemin du Vallon, La Clochatte, Grand-Mont, Le Mont-sur-Lausanne, District de Lausanne, Vaud, 1052, Schweiz/Suisse/Svizzera/Svizra","(46.5528392, 6.6382369)"
journalière,"journalières,entretien",4.441785252263911,"Rue du Jura, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.525132, 6.6239677)"
Vve,administration publique,440.1967408530476,"Rue Cité-Derrière 9 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.53297960159532, 6.6311209190331)"
mén,employées pour le ménage et la ferme,81.75459812137922,"Escaliers du Marché 5 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51520099978634, 6.631415580926123)"
ménag,employées pour le ménage et la ferme,81.75459812137922,"Atelier Sonja T., 9, Rue du Simplon, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5156464, 6.630795)"
mén,employées pour le ménage et la ferme,81.75459812137922,"Villa – Paleyre, 60, Avenue Gabriel-de-Rumine, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5154445, 6.6440957)"
monteur,"construction,charpenterie",394.1816187637103,"7, Rue du Lion-d'Or, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5193031, 6.6356199)"
charret,transports,394.39619776140415,,
ménag,employées pour le ménage et la ferme,81.75459812137922,"1, Avenue du Rond-Point, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5152035, 6.6286373)"
Vve,administration publique,440.1967408530476,"19, Chemin du Pré-d'Yverdon, Épalinges, District de Lausanne, Vaud, 1066, Schweiz/Suisse/Svizzera/Svizra","(46.5434952, 6.6720274)"
nettoyeur,réparations,345.78653768508855,"Avenue de Beaulieu, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.525488, 6.6260997)"
man,"employés pour tous,célibataires",111.1519208054447,"33, Rue du Simplon, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5160995, 6.6286292)"
inst,industrie des métaux,404.9105686484057,"Rue Saint-Roch, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.52465, 6.6277385)"
ménag,employées pour le ménage et la ferme,81.75459812137922,"Rue du Maupas 13 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51905983051413, 6.611541004522119)"
Vve,administration publique,440.1967408530476,"Rue Saint-Roch, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.52465, 6.6277385)"
chauff,transports,394.39619776140415,"Avenue Louis-Ruchonnet 16 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.57953908466721, 6.610704547072169)"
commis,commerce de détail,384.7401428651783,,
"Vve', 'ménag",employées pour le ménage et la ferme,81.75459812137922,"4, Rue Mauborget, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5226631, 6.6284051)"
repass,industrie textile,405.9834636368753,,
vitrier,"construction,charpenterie",394.1816187637103,"21, Rue du Maupas, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5249829, 6.6253244)"
couturière,"vêtements, lingerie,chaussures,literies",399.9752517014458,"21, Rue du Maupas, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5249829, 6.6253244)"
vitrier,"construction,charpenterie",394.1816187637103,,
ing.,industrie chimique,467.3530569773332,"10, Rue des Terreaux, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5228757, 6.6282517)"
Vve,administration publique,440.1967408530476,"Rue de la Pontaise 49 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51917229045977, 6.63800994952706)"
jardin,"journaliers,entretien",5.847277687159012,,
jardinier,"journaliers,entretien",5.847277687159012,,
maréchal,réparations,345.78653768508855,"Rue des Deux-Marchés, Lausanne, District de Lausanne, Vaud, 1014, Schweiz/Suisse/Svizzera/Svizra","(46.5244057, 6.6336885)"
dom,"construction,charpenterie",394.1816187637103,"Chemin de la Forêt 4b Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52283001997301, 6.638041787833782)"
empi,"employés pour tous,célibataires",111.1519208054447,"2, Rue de Strasbourg, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.526841, 6.6191489)"
direct,administration publique,440.1967408530476,,
couturière,"vêtements, lingerie,chaussures,literies",399.9752517014458,,
journal,arts graphiques,414.5666235446316,"Rue de la Borde 59 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.531500273459415, 6.629323473537147)"
encadreur,arts graphiques,414.5666235446316,,
rentière,"affaires immobilières,location",352.70226843879027,"Rue du Simplon 3b Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.508590185980815, 6.629697273311495)"
man,"employés pour tous,célibataires",111.1519208054447,"24, Chemin du Pré-d'Yverdon, Épalinges, District de Lausanne, Vaud, 1066, Schweiz/Suisse/Svizzera/Svizra","(46.5434664, 6.6728044)"
Vve,administration publique,440.1967408530476,"14, Rue Madeleine, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5226163, 6.6331203)"
Vve,administration publique,440.1967408530476,"Département de la Formation, de la Jeunesse et de la Culture, 8, Rue de la Barre, Lausanne, District de Lausanne, Vaud, 1014, Schweiz/Suisse/Svizzera/Svizra","(46.5253169, 6.6360657)"
mén,employées pour le ménage et la ferme,81.75459812137922,"33, Rue du Simplon, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5160995, 6.6286292)"
typo,réparations,345.78653768508855,"Avenue Louis-Vulliemin 14 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51255843440153, 6.629653715906746)"
man,"employés pour tous,célibataires",111.1519208054447,"5, Place du Tunnel, Lausanne, District de Lausanne, Vaud, 1014, Schweiz/Suisse/Svizzera/Svizra","(46.5252938, 6.6351871)"
emp.,"employés pour tous,célibataires",111.1519208054447,"43, Rue du Simplon, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5163403, 6.6276534)"
dem. de mag,commerce de détail,384.7401428651783,"4, Rue William-Haldimand, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5228494, 6.6314342)"
serrurier,industrie des métaux,404.9105686484057,"Rue du Valentin, Lausanne, District de Lausanne, Vaud, 1014, Schweiz/Suisse/Svizzera/Svizra","(46.5272161, 6.6312797)"
ménagère,employées pour le ménage et la ferme,81.75459812137922,"Rue Cité-Devant, Lausanne, District de Lausanne, Vaud, 1014, Schweiz/Suisse/Svizzera/Svizra","(46.523581, 6.6352987)"
ménag,employées pour le ménage et la ferme,81.75459812137922,,
ramon,"employés pour tous,célibataires",111.1519208054447,,
pasteur,employées pour le ménage et la ferme,81.75459812137922,,
avocat,bureaux de consultation,414.3151424263152,"45, Avenue Gabriel-de-Rumine, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5159261, 6.643795)"
coiff,commerce de détail,384.7401428651783,"Place Chauderon 26 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52819805014132, 6.66782907169704)"
musicien,arts graphiques,414.5666235446316,,
représ,"agences,locations,consultations",433.2349963440017,"7, Avenue de Cour, Lausanne, District de Lausanne, Vaud, 1007, Schweiz/Suisse/Svizzera/Svizra","(46.5119761, 6.6264732)"
meubles,"bois,liège,meubles",384.5255638674845,,
marchande,commerce de détail,384.7401428651783,"Avenue de Beaulieu, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.525488, 6.6260997)"
emp,"employés pour tous,célibataires",111.1519208054447,,
Asile de jeunes filles,employées pour le ménage et la ferme,81.75459812137922,"Rue Saint-Roch, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.52465, 6.6277385)"
laiterie,produits alimentaires,421.8623094662245,,
coutur,"vêtements, lingerie,chaussures,literies",399.9752517014458,"Retraites Populaires, 9, Rue Caroline, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5209081, 6.637158)"
cout,industrie textile,405.9834636368753,"26, Rue de Bourg, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5197187, 6.6360472)"
journal,arts graphiques,414.5666235446316,"Rue Marterey 33 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51747957751628, 6.623094160234473)"
brodeuse,arts graphiques,414.5666235446316,"Avenue Villamont 1 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51088523174035, 6.623209802077456)"
commis,commerce de détail,384.7401428651783,"9, Chemin de Mornex, Lausanne, District de Lausanne, Vaud, 1001, Schweiz/Suisse/Svizzera/Svizra","(46.5184139, 6.627621)"
menuisier,"bois,liège,meubles",384.5255638674845,,
chauffeur,transports,394.39619776140415,,
dessin,arts graphiques,414.5666235446316,"42, Avenue d'Echallens, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5266439, 6.618912)"
ébén,"bois,liège,meubles",384.5255638674845,"9, Rue des Echelettes, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.5246782, 6.6243006)"
cout,industrie textile,405.9834636368753,,
empi,"employés pour tous,célibataires",111.1519208054447,"Chemin de Martheray, Cheseaux-sur-Lausanne, District de Lausanne, Vaud, 1033, Schweiz/Suisse/Svizzera/Svizra","(46.582302, 6.5960197)"
empi,"employés pour tous,célibataires",111.1519208054447,"53, Avenue Gabriel-de-Rumine, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5158808, 6.6452852)"
tourneur,industrie des métaux,404.9105686484057,"10, Avenue Frédéric-Recordon, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5268914, 6.6165373)"
couvr,industrie du papier,434.73704932785904,"Avenue d'Echallens 42 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52370356523191, 6.609980459650707)"
charpentier,"construction,charpenterie",394.1816187637103,"Rue des Deux-Marchés, Lausanne, District de Lausanne, Vaud, 1014, Schweiz/Suisse/Svizzera/Svizra","(46.5241092, 6.633444)"
journalière,"journalières,entretien",4.441785252263911,"Rue Grand-Saint-Jean 1 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51731022895548, 6.610184393392972)"
Vve,administration publique,440.1967408530476,"4, Place du Vallon, Lausanne, District de Lausanne, Vaud, 1011, Schweiz/Suisse/Svizzera/Svizra","(46.5266599, 6.6397522)"
serrur,industrie des métaux,404.9105686484057,"Rue du Maupas 8 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51866143025736, 6.610165302064013)"
commis,commerce de détail,384.7401428651783,,
Vve,administration publique,440.1967408530476,"Place du Tunnel 3 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52753742584415, 6.651042202637628)"
Vve,administration publique,440.1967408530476,"Place du Tunnel 3 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.528093639194914, 6.661089323843353)"
Vve,administration publique,440.1967408530476,"Place du Tunnel 3 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52172881508138, 6.657825575082622)"
"empi, postal",transports,394.39619776140415,"29, Avenue de Beaulieu, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5263154, 6.6254556)"
man,"employés pour tous,célibataires",111.1519208054447,,
directeur,administration publique,440.1967408530476,,
jardinier,"journaliers,entretien",5.847277687159012,"Locatelli, 2, Avenue de Chailly, Chailly, Lausanne, District de Lausanne, Vaud, 1012, Schweiz/Suisse/Svizzera/Svizra","(46.5264051, 6.6514913)"
Vve,administration publique,440.1967408530476,,
horloger,horlogerie,402.3356206760788,"8, Rue des Echelettes, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.5247179, 6.6246619)"
épicier,commerce de détail,384.7401428651783,,
maç,industrie du papier,434.73704932785904,"7, Rue Saint-Laurent, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5223134, 6.6314715)"
ménag,employées pour le ménage et la ferme,81.75459812137922,"Rue Saint-Laurent, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5228717, 6.6299824)"
cout,industrie textile,405.9834636368753,"18, Avenue du Rond-Point, Lausanne, District de Lausanne, Vaud, 1001, Schweiz/Suisse/Svizzera/Svizra","(46.5154134, 6.6260113)"
cordonn,"vêtements, lingerie,chaussures,literies",399.9752517014458,"2, Rue des Terreaux, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5225239, 6.6286056)"
instit,administration publique,440.1967408530476,"Avenue Georgette 4 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51081461137712, 6.622785568461064)"
instit,administration publique,440.1967408530476,"Avenue Georgette 4 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.53444967725946, 6.659267339157855)"
instit,administration publique,440.1967408530476,"Avenue Georgette 4 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51234778595896, 6.618616041677632)"
instit,administration publique,440.1967408530476,"Avenue Georgette 4 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51683184322052, 6.614513188764097)"
instit,administration publique,440.1967408530476,"Avenue Georgette 4 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.54021240117427, 6.678022862475478)"
agric,employées pour le ménage et la ferme,81.75459812137922,"Vernand-Camarès, Route de Neuchâtel, Lausanne, District de Lausanne, Vaud, 1032, Schweiz/Suisse/Svizzera/Svizra","(46.5702499, 6.6049058)"
